"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher"
"s5860",667,12143,1867.947599913,794.74852151752,13.948352331118,3.80248073780906,0.953606182654221,21.5545962201575,82.3463420807453
"s5928",554,1193.29411764706,142.005106781023,855.783019190175,15.599179419373,1.91168328360509,0.563093493576681,2.28881919884045,66.6541495475189
"s5886",601,756,32.9693997537937,767.65561881289,14.2722243111133,2.79030339155613,0.771303088071475,4.37259948797442,73.1255255733285
"s5917",499,650.214285714286,33.2260858853013,668.502547536829,13.7903923798647,3.20914918509714,0.922633105795582,12.9254251483562,59.1914307136391
"s5806",604,720.701149425287,25.5945376233106,742.218866577577,13.8039929632692,2.4175069607396,0.672973810375752,3.05785906978581,73.5410699818605
"s5868",942,1233.58646616541,46.361527911759,1246.3036369043,18.3883250465051,3.73984055826311,0.95236500638086,20.9929701680108,122.253898833771
"s5894",663,913.378378378378,48.9090586158952,891.683287353449,15.8611265972164,2.55215850852096,0.711863552137066,3.47057794116938,81.7843576963748
"s5895",765,876.96178343949,21.4344236517555,972.464569766193,16.3732737270231,3.64973546145784,0.940252234114762,16.7370274885385,96.2991792799339
"s5821",709,19624,2716.13580204607,910.889402788357,14.8017528898847,3.84177443586708,0.95691935562666,23.2122804694826,88.2900218272951
"s5813",694,846.478260869565,30.9728739770357,860.045329624772,14.8519089631935,3.6640346457667,0.946631822773662,18.7377581917205,86.1552370975044
"s5893",791,919.88,25.1370511102951,956.811594886231,15.8532151389455,3.42052108725698,0.900385213825144,10.0386703460335,100.054051422921
"s5903",620,620,0,620,12.4493166025677,3.65915365232622,0.935215988452686,15.4359073499124,75.7632364339562
"s5922",596,1042.35593220339,85.1231766148049,972.605518801164,17.874586613686,2.00685600054694,0.581069988882764,2.38703356995867,72.428786695958
"s5865",944,1622.34567901235,108.856859865738,1400.53020344709,20.0478345497807,3.71057625454311,0.948317901079875,19.3490593628078,122.554832918203
"s5832",676,676,0,676,12.8943705895018,3.92319452958225,0.958026031686076,23.8242901533873,83.6104848757377
"s5850",782,17072,2428.49711567619,926.059911966997,15.0381840384472,3.65841961152593,0.930828195269499,14.4567574013152,98.7586619778257
"s5908",550,690.368421052632,33.2485856658909,680.910484298853,13.2306343765034,3.22676298697337,0.891130882803105,9.18534131393251,66.1090286130341
"s5824",648,758.358695652174,24.173773592294,783.879907020851,13.8039712018862,3.69353521027401,0.937430427226809,15.9822091741766,79.6749021169952
"s5938",564,9342,1528.19689702431,681.74207146021,12.9949680106378,2.98711416486205,0.812488355099639,5.33300212118227,68.0249123274092
"s5815",562,562,0,562,11.8471883536188,3.6489994456631,0.943937755498218,17.8373165200015,67.7466178431204
"s5871",1027,1176.26470588235,29.626619301922,1155.85674033936,16.792613646542,3.92292462389878,0.928531498333618,13.9921780460439,135.033945020654
"s5911",529,947.058823529412,84.6838399893516,859.519294749011,16.3068012685504,3.11284070368631,0.931236013112325,14.542495938077,63.2469354226334
"s6720",802,989.21,35.5042612505927,1007.46612017064,16.1180216410196,3.98417281411165,0.966131969606031,29.526370100875,101.655199050706
"s6677",720,720,0,720,13.2159415521979,3.89797040338459,0.960398080160139,25.251301049134,89.8549942877621
"s6664",651,782.723684210526,29.141922962263,774.357560723751,13.9193388959909,3.60960054182875,0.937519003975935,16.0048664975641,80.0924290761804
"s6665",843,19758,2716.1587989527,1004.58594599013,15.8060618853324,3.7580958186718,0.934649307973428,15.3020567799557,107.632414455369
"s6663",699,699,0,699,13.1017805034474,3.74582652829636,0.942950678487752,17.5286922524627,86.8641891093923
"s6632",721,807.978417266187,18.3369978755157,863.187688951824,14.9125988373748,3.7620794359073,0.955522578708434,22.4833178489517,89.9953743624438
"s6669",613,9524,1545.51907087749,720.63100843903,13.0615325986078,3.83114466244531,0.958577347565738,24.1413801684235,74.7892567958627
"s6723",425,644.117647058824,49.3048772412508,632.440530120475,13.6564549700385,2.83951899122237,0.900299200359625,10.0300098254682,49.3497897187069
"s6638",859,859,0,859,14.3540788944478,3.90595516187886,0.95567707344435,22.5616870931222,109.977419196177
"s6721",668,1559.20833333333,167.252216716731,1174.1416148576,19.6628809454608,3.05878434187646,0.903483053453152,10.3608748077688,82.4840722543425
"s6703",832,979.457446808511,30.004261168443,958.721288195145,15.2572386324713,3.70099130202096,0.942031684911819,17.2508032789776,106.028021444271
"s6733",582,582,0,582,12.0103048537667,3.81562919493022,0.956495836853933,22.9863058540501,70.4982235550676
"s6702",732,14760,2171.17146978757,864.024803137226,14.4936439425219,3.88565180729633,0.959323390560955,24.5841532465612,91.5678693641346
"s6735",609,609,0,609,12.3229663969767,3.93645249224592,0.963865848349469,27.6746500006815,74.2308813723742
"s6675",659,801.235294117647,29.9921611234641,808.62130717485,14.5282850510919,3.58633315132208,0.944902254720801,18.1495630162842,81.2151303130734
"s6639",803,1045.14285714286,42.8672049573409,1078.80080351124,17.3030999675333,3.92578335638192,0.962912120910706,26.9629869530246,101.800083943455
"s6730",632,1060.05970149254,78.6685450610945,1031.13030272373,17.9336579058496,3.38495122221195,0.932333556151348,14.7783737865208,77.4336929958728
"s6648",615,753.428571428571,29.4637010453771,767.890492107416,14.0969850870765,3.51476363575297,0.937150193508404,15.9109479538925,75.0651974245043
"s6642",704,817.278846153846,23.8947089969845,841.766614392185,14.7130266350477,3.68703858484659,0.944110268566006,17.8923744012082,87.5738527390376
"s6741",535,535,0,535,11.5577380317783,3.85185047407429,0.961384155316078,25.8961058131756,64.0641245608723
"s6743",547,645.25,22.3929951738922,679.894014184439,13.1290687010061,2.57324122393286,0.721592355695937,3.59185539786346,65.6991263044028
"s6635",577,10168,1633.01727483831,692.366429733636,13.0734720845458,2.61008292331689,0.726656822285082,3.65840482414727,69.8089819838587
"s6699",990,1104.55371900826,23.2016131838735,1099.4798141955,16.1780156655838,3.91129265646992,0.950647460481277,20.2623818298272,129.439481060621
"s6640",714,855.75,29.274278224456,860.263633132334,14.72418520623,3.38867014610438,0.895301171004347,9.55120520059992,89.0011746537701
"s6689",872,1020.31632653061,29.8007565996232,1009.87995201977,15.8665646869513,3.7926953877408,0.944154210203552,17.9064528166741,111.883756160979
"s6682",772,772,0,772,13.7608647607529,3.99237906602653,0.962557801194075,26.7078331906556,97.3092939611168
"s6722",808,1183.69230769231,58.9838617891231,1243.89868277616,19.2733572044552,3.41963941270896,0.936132801238933,15.6574895940104,102.519236054945
"s6641",710,881.011494252874,34.4006802122076,889.736238561039,15.1805879430508,3.79603782626848,0.955397672576464,22.4203546712747,88.4325033128752
"s6667",818,1023.13888888889,37.3193850654546,1040.86525943275,16.3159193285402,3.73048791969818,0.94690222269823,18.8331800466282,103.980189473339
"s6687",871,16802,2388.30450332908,1003.24815050551,15.5711896888023,4.06106175666409,0.963390103811628,27.3150187275759,111.739737446328
"s6731",653,750.3,21.5282591164923,777.408141835161,14.1286930359047,3.62823702965887,0.945923781836774,18.4924174427576,80.3729409283601
"s6672",841,1025.04,32.9535093697792,1031.96058974234,15.9597010121734,2.85551025791097,0.796084297998315,4.90398723680307,107.338485403301
"s6719",602,602,0,602,12.1748065126828,3.12430711766005,0.84777778128909,6.56934321722858,73.2604752491692
"s6649",675,796.128440366972,24.8349164019658,835.744688602067,14.6446787409896,3.61547450294843,0.943400598777337,17.668031434926,83.4692804942806
"s6674",639,639,0,639,12.5736640087156,3.84897847158452,0.958438655097248,24.0608190697357,78.4117558790451
"s6744",460,7481,1292.80598273011,581.381887427487,12.2291553728685,2.12119407255164,0.610547139450189,2.56770485287551,53.9755362213397
"s6673",310,425.621621621622,32.3785186444151,416.32072342077,10.6341810017313,0.766951403380791,0.214558569987674,1.27316940740484,34.5680267103397
"s6718",631,631,0,631,12.5187656287856,3.80263723392976,0.952285563445228,20.9580175771767,77.2932917350722
"s6694",894,1002.28448275862,22.4798668446604,1002.93423699415,15.4838880451626,3.85216532744274,0.94489376142484,18.1467656994244,115.125147762063
"s6737",555,555,0,555,11.7759871719476,3.77838907386,0.953328381288981,21.4262977719242,66.7911019763426
"s6706",721,834.142857142857,24.7052335321805,851.290703215276,14.7558826720285,3.84008623259523,0.957466577610471,23.5109225597182,89.9946176890603
"s6685",687,803.643564356436,24.6114655780232,824.534887717238,14.5055759885375,3.68643153771128,0.94680415036409,18.7984590310021,85.168498017187
"s6734",694,1581.775,178.746249850344,1097.56758804283,18.1395447496983,2.48364201791033,0.734902661779292,3.77219932388549,86.1571269250093
"s6670",811,18202,2550.46593136437,962.012424277498,15.4669900301187,3.08887899721902,0.810053791126507,5.26464837561467,102.962362381453
"s6729",624,743.447058823529,26.2150491539784,761.692792887806,14.1803658446459,3.53251415885616,0.941821060617155,17.1883504685353,76.3164202189263
"s6714",714,968.026315789474,49.0799060756279,929.791375600441,16.0268241119521,2.6969519917524,0.763926287988392,4.23596507836006,89.0032769046315
"s6679",763,966.030303030303,37.9423610174297,994.790970849205,16.2186563782172,3.59170461658451,0.928401241217166,13.9667225661426,96.0174511925906
"s6666",737,877.358490566038,27.9751480706654,888.144776701064,14.5611111730419,3.63534803501958,0.928346159852166,13.955986140266,92.2840961736226
"s6671",534,798.685714285714,52.0648953371572,839.75268448146,15.9372332260058,1.94026587139625,0.596401066966087,2.47770724387909,63.9275039336075
"s6683",527,780.122448979592,56.2703056621037,731.056809997329,14.2689835194294,3.25931663288085,0.923460462769112,13.0651430120804,62.978174197742
"s6698",869,969.432926829268,19.6080341273794,1017.8326340626,15.7729184748386,3.55970704839546,0.936480199921979,15.7431225975476,111.443298875323
"s6727",384,565.170212765957,43.2961827563266,548.893082685133,12.0197477823146,1.09628627512257,0.322410130786774,1.4758189952886,44.0032487617927
"s6709",756,935.653465346535,34.2859415956319,944.799141231405,15.5729946240795,3.83871942812122,0.959244168006005,24.5363657438607,95.0048238639814
"s6704",835,1032.2641509434,36.3855149821805,1048.11359272846,16.5725685336549,3.91003008828491,0.949435506464992,19.7767233505,106.459396059487
"s6681",1018,1147.02542372881,25.526722726372,1143.27362010068,16.4339429875144,4.1212517649897,0.958012386144612,23.8165475047991,133.670801250219
"s6662",755,755,0,755,13.6937168363707,3.76973000131884,0.939445548481667,16.5140625490968,94.8602130500889
"s6696",1016,1320.875,49.4975406515351,1282.62245847454,18.0152401727849,3.74219886293665,0.938755278640336,16.3279377846693,133.362699433185
"s6645",881,1050.12213740458,30.5057065919803,1073.00910792016,16.7326295770995,3.6042024995009,0.931796698697852,14.6620468644162,113.214241590197
"s6710",802,938.255813953488,24.2358415254204,1045.83101513698,17.4602418262211,3.64064130996593,0.946589445614969,18.7228912246652,101.646664130475
"s6668",1050,32175,3945.03940501846,1233.43016452543,17.229085571432,3.99558984341694,0.961014876361187,25.6508100183224,138.514540657286
"s6693",808,964.446808510638,31.4099076940858,948.579930008946,15.3236917232423,3.5634614229526,0.927849677755739,13.8599519571729,102.524066663165
"s6712",620,620,0,620,12.2300528841206,3.69582496181028,0.947390544183393,19.0079898086368,75.7629254522574
"s6659",718,841.028301886792,25.3085219266851,869.941061385319,14.8665526306482,3.81029016703615,0.954541693339692,21.9981797270321,89.5664979115864
"s6717",675,839.545454545455,32.2015196114805,888.389000284073,15.8154706242675,2.98803051277812,0.826641878955056,5.7684058524189,83.4726227933884
"s6655",769,944.509090909091,32.8882013384012,975.752630962236,16.0144714146801,3.95882820437373,0.962788378264374,26.873324874272,96.8806307861548
"s6633",742,742,0,742,13.5364139027923,3.77913222567347,0.948143300909368,19.2839115781795,93.0006922074614
"s6742",662,662,0,662,12.8218092148022,3.9873718274806,0.965274269665042,28.7970905249276,81.6411285573732
"s6716",557,557,0,557,11.7981223592092,3.9045365991211,0.961728705789948,26.1292444021229,67.0646165952991
"s6697",844,1336.02702702703,74.7514994889894,1385.00124276627,21.6112687217158,2.51296503746949,0.730887345260874,3.71591592736278,107.767741175295
"s6738",609,1397.13513513513,165.62518872219,1032.2440935406,17.8889499503475,2.15232222261068,0.612509634457466,2.58070932576576,74.2317926027558
"s6636",1016,1153.16216216216,27.1591447099618,1144.83813411617,16.7372465229637,3.92620061162283,0.947206234628735,18.9416305688303,133.357874746916
"s6707",674,15039,2210.11842033642,829.830440695736,14.1165693517646,3.85736551885563,0.956821970827764,23.1599269158635,83.3313159224467
"s6643",781,2091.32352941176,270.867125369771,1291.80717075165,19.8773260483837,3.65081420170485,0.946946541545872,18.8489125711688,98.6100443835599
"s6695",771,771,0,771,13.8027610538894,3.8476654438211,0.945926224677358,18.4932528574767,97.1704073243847
"s6701",693,822.441176470588,26.5668682620813,855.287982335983,14.8943781253745,3.71084202555426,0.944840196067021,18.1291434830883,86.0176988122006
"s6644",611,696.795454545455,18.3691783875042,752.99273936231,13.9335857649752,1.95776285877571,0.563998428323189,2.29356971387538,74.5090186568065
"s6656",647,11525,1794.54604610289,776.583801563298,13.8727907295277,3.8681902656275,0.960587455089887,25.3726320459813,79.5357599191238
"s6736",505,670.929577464789,35.6096708012717,714.050867608845,14.4324337981187,1.94980571161545,0.579056547366522,2.37561599721737,60.0013823590558
"s6684",990,1357.12781954887,55.6856453091956,1356.30333510922,19.1276115730497,3.72798367518056,0.949442027102264,19.7792740231637,129.441704408003
"s6653",698,855.333333333333,31.1035210088919,903.318590410529,15.7158328959497,3.69245397975195,0.941049867121793,16.9634901767913,86.7269337101605
"s6705",337,509.5,44.4857206751535,499.417132108242,12.3339935566677,1.50151066959296,0.553179845620831,2.2380369152986,37.9770912486898
"s6691",775,894,25.116076873729,897.743927839556,14.9237677030659,2.63493272981914,0.72212539883644,3.59874560615704,97.7416777973563
"s6732",613,9391,1528.21119187451,721.515267835545,13.3804730216748,3.85834964359295,0.959336871213014,24.5923033920607,74.7879928923885
"s6692",924,12249,1849.56805054307,1023.21219359732,15.8061884785386,4.05771368260786,0.956302626184071,22.8846704658366,119.580912024336
"s6637",984,1893.56060606061,151.058067756041,1494.2168419881,20.6616080104228,3.57131565660105,0.908716586481905,10.9548926958321,128.541312084324
"s6634",685,16975,2428.47862444097,873.766961804269,15.0933026403983,3.79484749364175,0.957378413592501,23.4622895177845,84.8856797982296
"s6688",833,977.379310344828,30.1489160828476,951.173441072116,15.1849070626058,3.61417125861467,0.916785974099824,12.0172049024476,106.170704226884
"s6739",588,725.237623762376,27.8514096548276,777.707814630496,14.4672756069452,2.32055396003482,0.676701153180629,3.09311341453286,71.3232758403882
"s6660",721,877.407766990291,30.6312934253004,906.715566126862,15.2272575685056,3.78560142513051,0.950100180914,20.040152816517,89.9946649794406
"s6690",967,1064.62931034483,20.81495830151,1062.70741490754,15.9509826824184,3.90717494762136,0.94819821520445,19.3043541636022,125.98797508721
"s6646",666,666,0,666,12.7954571518068,3.78051848058899,0.947563736149362,19.0707713815854,82.1995048624696
"s6715",1048,1195.5035971223,27.0876855091463,1213.0794458726,17.3818118064649,3.9609425190515,0.954513227386266,21.9844131060217,138.217802489973
"s6661",717,890.011363636364,34.6034997100448,896.114556687264,15.3386510230491,3.78045517849942,0.951954357100498,20.8135418666731,89.4284586560778
"s6724",744,1796,224.507397618573,1102.52217968625,17.411422521284,3.61613897116634,0.941488175637061,17.090562649306,93.2839375064531
"s6700",834,1523.65217391304,116.874295206236,1284.58952248941,19.0595876349858,3.08711251519024,0.85001436743185,6.6673052803616,106.309515028578
"s6650",736,923.010526315789,35.991281593122,935.104775208931,15.4772972293684,3.62750976890242,0.932671203995454,14.8524859991924,92.1427783885355
"s6686",893,1201.07142857143,55.6493734370362,1104.56839283273,16.6914626155487,3.67733836005,0.938179122397125,16.1757651909085,114.984937671826
"s6725",531,802.037735849057,58.04861967719,760.092430890707,14.9986951817202,3.24452091458972,0.925116111782951,13.3540074348373,63.5197092257528
"s6726",648,1281.97674418605,129.087371713705,1006.76662030412,16.9613932103442,3.56342287490428,0.946349480002963,18.6391483261529,79.6717738601615
"s5975",611,611,0,611,12.3532299956609,3.7519522265952,0.949527100617444,19.8126125551172,74.508828010714
"s5992",811,1469.51724137931,103.525322210542,1428.7825416174,21.7842102840718,3.49794522511568,0.926507610325844,13.6068510553775,102.955576880453
"s6005",707,707,0,707,13.0427433530128,3.60050517005917,0.922869598136914,12.9650562663357,87.9982905055283
"s6061",616,779,33.6905842174701,807.010593074071,14.8958714210748,2.94014100525859,0.821152717240624,5.59136255564706,75.2084764716373
"s6088",613,1215.7,116.845052117096,1036.25227115986,18.3527216980852,1.9935577191335,0.568144749835892,2.31559069762378,74.7864228657841
"s6014",790,901.417475728155,23.6561604036984,913.30698426957,15.0424034785476,2.97149289276158,0.79092955294367,4.78307677665494,99.9157702106953
"s6009",524,853.42,69.6740745822735,791.111070112422,15.3815321068294,2.15870587953272,0.649480308276399,2.8529067656163,62.5690092351446
"s6039",849,1315.90909090909,71.803766055531,1356.23632640953,20.6968336018662,3.60592590981967,0.945584896570938,18.3772507444307,108.500651062787
"s5979",827,942.697674418605,21.4973227227251,1030.73415891498,16.7254417444647,3.46704136897426,0.922332674238508,12.8754272172431,105.283916942114
"s6068",804,954.559322033898,28.6937803780705,984.866594166619,15.8639912082039,3.52055069602595,0.92682329557862,13.66555118746,101.939161750047
"s5969",892,1109.13157894737,38.4258090350627,1088.95357552832,16.5140621431084,3.66093629105071,0.941517645014063,17.0991746184036,114.82760332299
"s6075",361,468,27.2595398866384,501.690044207741,11.8666217690482,1.16152013031384,0.345539384118009,1.52797582579104,41.0401353187592
"s6093",630,630,0,630,12.4928551008738,3.86595354829142,0.961570244076659,26.0215027645447,77.1546349475797
"s6070",727,918,36.4835229549278,933.311389393724,15.9112692268368,3.85833653918332,0.96101431940141,25.6504435640447,90.8506406210411
"s6045",696,867,34.5116432232849,879.132817054641,15.1201168156414,3.8081176007832,0.951404834217636,20.578178588351,86.444294308031
"s6025",795,950.125984251968,28.7968155331812,1000.18525313109,16.138437115729,3.80186921677188,0.953783853949801,21.6374597508375,100.632148536197
"s6090",552,703.304347826087,33.3794558568656,722.264795639468,13.9632740904324,3.47941114473389,0.932548232754612,14.8254084487072,66.382803699382
"s5999",824,1037.09803921569,39.0796208064121,1021.19399707783,16.3257699207302,3.71922048247106,0.951356932967553,20.5579142312912,104.848799620778
"s5965",826,989.114754098361,30.2359675279401,989.542512390384,15.6235565492943,3.63313693168153,0.934809478992779,15.3396534427027,105.139585156971
"s6078",325,613.576923076923,78.0926758130808,526.288695645494,12.4298597754685,1.23383385346247,0.398197782587283,1.66167549913529,36.4564805695499
"s6034",881,1499.07594936709,101.440365876169,1323.11308859266,19.5975420767563,3.76035198589919,0.950224800318954,20.09032623491,113.209750847066
"s6051",807,902.516129032258,18.3960924525403,987.234058357239,16.2965583778767,3.13527407553385,0.896945398677452,9.70359389262131,102.374269573213
"s6011",704,704,0,704,13.1805642036778,3.68399395275724,0.936207340578478,15.6757847857119,87.5738985753567
"s6023",833,1080.53,44.2503259235892,1081.59606683187,16.9048197598088,3.88633953838182,0.957869805738377,23.7359456210938,106.169446648271
"s5996",686,821.209302325581,28.7472619218424,821.790701308908,14.3688716307695,3.75590317616231,0.952078904581446,20.8676365025833,85.0262521524076
"s6028",934,1064.9756097561,25.5470798559513,1077.82223594948,16.3390434242558,3.86593568924247,0.950997341010761,20.4070558746537,121.06654061845
"s6099",551,551,0,551,11.7366752651461,3.81689215056508,0.957482606719183,23.5197862059707,66.2444948773689
"s6081",602,737.473684210526,29.7851423206619,732.116134270446,13.5452613545267,3.60132406449928,0.945651259677651,18.3996904816723,73.2602134346355
"s5995",612,695.6,19.0082705491098,733.025597925659,13.7542656658034,3.37991343414261,0.929910834126292,14.2675403185976,74.6510472979542
"s6094",509,730.482142857143,48.2863897869093,728.518407982854,14.5923860642258,1.57568013033601,0.440083999775577,1.78598218232589,60.5394054312921
"s5976",837,1533.109375,121.051071960348,1278.94860649255,19.4790666199172,3.3943053404926,0.91022707617549,11.1392161177107,106.748988981825
"s6048",752,997.064516129032,44.8520505097276,1021.47147509763,16.7037839648047,3.84439416837173,0.956230181682437,22.8467934855181,94.4361308438454
"s6062",533,716.766666666667,40.6191432351746,711.658076987414,13.9301199362265,2.11491168104909,0.627053122113311,2.68134702096588,63.7929716543925
"s6013",821,1234.448,62.4507327206464,1325.48335916486,20.5130494597992,1.93416630432238,0.537336758708197,2.16139928732591,104.410226739043
"s6022",1031,1216.21229050279,30.1610575347639,1298.20371279687,18.4861426777873,3.96609909968237,0.958051041447542,23.83849407726,135.640340047899
"s5983",1374,1450.99173553719,17.3182738932174,1441.89403002479,18.6434767843211,4.15826283504624,0.954968922354954,22.2068858285476,188.995219828865
"s6033",795,986.032258064516,36.8193402360961,975.91032786099,16.037745183083,3.73798479933249,0.950193048738429,20.0775187934774,100.634243982179
"s6092",653,796.936170212766,29.4499054334158,834.822041495902,15.0374348914231,3.71630280668408,0.953384010976983,21.451867073039,80.3768074449967
"s5990",781,1005.0824742268,41.2557026838537,1002.01671425789,16.2943839611796,3.76516795199417,0.946557559437812,18.7117203009535,98.6082592984998
"s5982",719,872.876404494382,31.4791912389687,884.554844336822,15.3870979154011,3.7136528762431,0.938821417929858,16.3455896845318,89.7140732029204
"s6027",891,967.591346153846,15.3780580533833,1036.67648255209,16.0957558398279,3.74364554127429,0.951773647966921,20.7355513706301,114.679189711102
"s5972",805,926.084337349398,22.4076393358242,1032.24088156746,17.2108023702459,3.74307665674065,0.947784088301146,19.1512504036572,102.085297198445
"s6069",636,1188.71739130435,111.716028819744,978.30178670249,17.0978213109162,3.51960544879999,0.943830369695185,17.8032149147735,77.9933120320552
"s5970",306,478.666666666667,45.3004457957526,477.953169727059,12.3558217684753,0.969258541770419,0.294752570884377,1.41794207070559,34.066334757692
"s5991",943,943,0,943,15.2314069677903,4.02743669460875,0.958496207569432,24.0941837224371,122.400213726604
"s6036",906,1009.61240310078,21.2046562154327,1034.39087491675,16.0165829100358,4.05698562472912,0.963260650550161,27.2187726504332,116.908484840608
"s5986",726,726,0,726,13.3278225526337,3.86984222042712,0.960233625563918,25.1468738143917,90.702364449135
"s6079",602,1119.23404255319,104.653433744174,907.086972149148,16.3373784837957,1.96293915401305,0.570445752093032,2.32799467092356,73.2599142287439
"s5987",852,1053.41935483871,35.4070969296141,1114.33254821719,17.6144846972376,3.81994037694299,0.953345239028693,21.4340397245846,108.94891886068
"s6019",442,638.981132075472,44.6437743754284,630.138410550532,13.4915740115519,1.53730657839452,0.490687945046175,1.96343281152193,51.5900268309864
"s6050",592,592,0,592,11.9976771400449,3.17523087179128,0.86032764606274,7.15961299291337,71.8787572208533
"s6089",632,632,0,632,12.4239458458151,3.7991512927429,0.958543256542784,24.1215280460225,77.4319401976023
"s6035",794,1569.47457627119,136.967821268221,1280.80821403843,20.1107111319246,2.83233592211537,0.812466045122889,5.33236768059037,100.491268688571
"s6030",998,1060.02409638554,13.8804856623422,1094.27393516479,16.3558129863373,4.04252284387122,0.957697011703222,23.6389919545276,130.646799652015
"s6038",654,654,0,654,12.7045947526376,3.73517682167762,0.944038141057692,17.869313473502,80.5138391734932
"s6002",700,700,0,700,13.1661904675791,3.74169908553651,0.94433705599326,17.9652732683151,87.0060110500589
"s5973",586,765.846153846154,36.9312675831478,772.610364066339,13.9423913880453,2.46613936689401,0.707139756816287,3.41459799776473,71.0508513821344
"s6100",372,612.166666666667,59.6574639034472,569.849979007587,12.8839478805458,1.32737623484549,0.410389146326318,1.69603390739725,42.4534205486395
"s6077",306,466.551724137931,45.7461660922836,431.123144011826,10.8697052831728,1.14152647449838,0.377967829924069,1.60763389436583,34.0660515746418
"s6096",534,627.978260869565,21.4151741802888,675.774884061155,13.444460041649,1.93772779613985,0.57129794165436,2.33262234349654,63.9252611839389
"s6037",878,971.613333333333,22.4937497631142,953.458984548857,15.2607047365084,3.85867614911418,0.930239032923258,14.3346636651399,112.768556330671
"s6095",632,768.988372093023,29.0390236276224,770.014668183204,13.8256245353403,3.5801642514708,0.943578660023023,17.7237903319569,77.4326572068354
"s5988",686,13089,1979.87053881943,827.403468077225,14.307525340528,3.78370088017917,0.946891532857339,18.829389244351,85.0272275781223
"s6054",623,623,0,623,12.2874872736128,3.75566751642716,0.951992905525837,20.8302545895208,76.18011060468
"s6084",636,636,0,636,12.499056568171,3.82941359428495,0.956836469117716,23.1677061528447,77.9918257895237
"s6010",426,603.838709677419,39.1723519152973,639.170014795405,14.0872229494326,0.938764781615772,0.257325971401046,1.34648575484252,49.4810984628133
"s5968",588,588,0,588,12.1237244226991,3.83564428368156,0.952001350974448,20.8339197102747,71.3237837057148
"s6006",785,17990,2529.99582641088,955.098113901903,15.5915194122282,3.82365926722682,0.953438167586372,21.4768179893907,99.1933080649434
"s5967",613,613,0,613,12.3774251170649,3.81354135231944,0.952478440564395,21.043080485502,74.7896781413337
"s6058",829,950.564935064935,22.873204363618,1012.86832186166,16.1511748944493,3.61103810879802,0.92808931071368,13.9061384326105,105.575719163742
"s6000",772,18350,2570.97918099327,944.286709507404,15.358774320475,3.62628695526593,0.932644234169283,14.8465389364478,97.3160182343087
"s6067",360,551.757575757576,50.8471802539908,503.326830554937,11.765120509587,1.46211370936556,0.44975402476711,1.81736904041279,40.912225927334
"s6086",655,795.694736842105,28.8554089891123,815.736043396609,14.4255519486866,3.72100236663783,0.956952029800731,23.2298990026938,80.6535220784555
"s6071",443,586.4375,32.7030156349668,612.167870232009,12.9447289265175,2.94222885106237,0.900912969560778,10.0921381493351,51.7223906833985
"s5971",651,803.166666666667,31.1111715255598,814.003303412332,14.4833304742616,2.57395107761389,0.709691667738882,3.44461349838402,80.0919736730665
"s6008",707,707,0,707,13.1637494604902,3.71053980830431,0.939702639783852,16.5844739540055,88.0005487883003
"s6083",621,621,0,621,12.4271791895303,3.88743036625307,0.960207509086098,25.1303695002075,75.8996935186009
"s6017",765,765,0,765,13.6493912814067,3.94742396420029,0.95966509801135,24.7924241958338,96.299639099399
"s6059",771,927.407766990291,30.6312991656291,939.025116792697,15.5413547393058,3.79585268340135,0.953259083916663,21.3945314682547,97.1642630974804
"s6016",693,693,0,693,13.0970404111947,3.82193016300496,0.946282346598116,18.615854131203,86.0132970058196
"s6072",629,754.1375,27.6164596719049,766.803243639936,14.0609737125943,3.68673199461772,0.951008859302867,20.4118537713192,77.0146634124493
"s6043",890,1000.18644067797,20.6133796145409,1066.70494439806,16.6384068913191,3.84940805026285,0.956866811311425,23.1840035574481,114.531865416901
"s6082",671,1402.95652173913,142.827859103921,1086.09296542759,17.9580376090676,2.30191268424749,0.652605806717807,2.87857430935147,82.9063103682417
"s6021",730,897.233333333333,33.4836819932154,916.743096618209,15.4566116068767,3.77743502265948,0.950218938372334,20.0879605075406,91.283722001037
"s6066",686,945.373493975904,48.5811194849434,960.579588620635,16.2775610792657,3.66826926054559,0.949549436323308,19.8213840861803,85.0269172042167
"s5993",592,592,0,592,12.1028810507965,3.95029500423241,0.965836021140134,29.270595327957,71.8782447086181
"s6032",631,958.321428571429,58.4724357500968,976.910733455299,17.4768869800808,3.07503857643838,0.916424948515525,11.9652932572319,77.2954387766768
"s6040",962,1040.33783783784,15.4217886697849,1110.26846589571,16.4344588891521,3.79182532926839,0.950111879832296,20.0448522942614,125.238575162674
"s6015",715,909.936708860759,39.2229054429149,895.864750218947,14.9287628832238,3.5909597961577,0.922870302895652,12.965174732206,89.1432583526261
"s6049",732,913.032258064516,35.298385800522,932.391245921124,16.0866848913808,3.76096435296873,0.949868331002746,19.947470730623,91.5691721075024
"s6065",592,592,0,592,12.0896845687955,3.83993332195151,0.961274973522809,25.8230940291027,71.8767073774181
"s6064",546,657.125,25.9282668169818,667.549875060667,13.1156195207534,2.57224855218992,0.736761013826744,3.79882940037548,65.559976425937
"s6026",609,923.0625,61.6751924210668,894.959952136944,16.4935510271352,3.24693338771616,0.919031379145967,12.3504635431887,74.2339192134646
